recipe_id,recipe_name,category,cuisine,dietary_restrictions,difficulty,prep_time_mins,cook_time_mins,total_time_mins,servings,calories,protein_g,carbs_g,fat_g,rating,num_reviews,ingredients,equipment_needed,author,date_added
RCP00129,Spicy Grilled,Dinner,Mexican,None,Hard,23,210,233,5,1051,45.3,71.3,76.2,,366,"POTATOES, MUSHROOMS, GARLIC, SPINACH, OATS, THYME, PEPPER, PAPRIKA","pressure cooker, stovetop, grill",Chef John,07/08/2023
RCP00130,Spicy Cookies,Dessert,Vietnamese,None,Easy,7,80,87,12,1142,68.8,17.2,14.4,4.4,,broccoli; bell peppers; butter; salt; basil,"oven, grill, pressure cooker, food processor",mary smith,24/11/2023
RCP00131,Stir-fry,Beverage,Mexican,Paleo,Expert,86,69,155,-1,1186,62.6,136.7,-8.5,2.8,1166,"pork, tomatoes, oregano, thyme, basil, paprika","microwave, pressure cooker, blender",chef john,22/03/2023
RCP00132,Tangy Pie,Appetizer,Greek,Low-Carb,Hard,63,163,226,3,-79,55.7,12.2,53.9,,,"beef, bell peppers, cauliflower, spinach, noodles, salt, cinnamon, paprika, cumin",grill,Mary Smith,21/12/2025
RCP00133,Tangy Sandwich,Breakfast,American,None,Medium,,,,2,1180,68.4,41.1,-1.4,3.4,532,"tofu, tomatoes, bell peppers, lettuce, spinach, quinoa, yogurt, cinnamon, cumin, oregano","oven, grill",Emily Chen,10/07/2024
RCP00134,Creamy Casserole,Dessert,Indian,Keto,Easy,108,16,124,6,747,46.3,5,6.5,1.9,3592,turkey; broccoli; salt; oregano,food processor,Sarah Wilson,11/12/2023
RCP00135,Creamy Rice Bowl,Appetizer,Greek,None,Easy,18,13,31,4,777,52.1,81.2,60.3,2,2553,"chicken, tomatoes, carrots, thyme, cumin","mixer, blender, food processor",emily chen,12/09/2025
RCP00136,Salad,Breakfast,Thai,Vegetarian,Medium,66,198,264,12,63,78,32.8,84.8,1.5,4797,"chicken, broccoli, onions, flour, cheese, paprika",grill,chef john,16/02/2023
RCP00137,Tangy Steamed,Appetizer,Korean,None,Medium,114,147,261,4,,49.2,132.4,51.9,4.9,666,"eggs, lettuce, mushrooms, potatoes, broccoli","stovetop, blender, slow cooker",Bob Johnson,13/09/2023
RCP00138,Spicy Stir-fry,Salad,Mediterranean,None,Expert,68,91,159,8,218,16,45.4,27.4,1.3,971,"lettuce, zucchini, butter, basil, thyme, paprika","grill, slow cooker, air fryer, blender",CHEF JOHN,06/01/2026
RCP00139,Cookies,Salad,French,None,Hard,58,63,121,1,69,45.4,,99.4,1.9,4404,bell peppers; carrots; lettuce; onions; cheese; cinnamon; basil; cumin,,Sarah Wilson,01/07/2025
RCP00140,Sweet Steamed,Dessert,Indian,Vegan,Expert,115,115,230,3,472,54.8,-17.3,,3.8,2542,"zucchini, spinach, cinnamon, oregano, salt","air fryer, food processor",Emily Chen,11/07/2023
RCP00141,Creamy Cake,Beverage,Spanish,None,Medium,73,84,157,12,1182,37,112.5,85.6,3,1350,"tofu, lettuce, cream, cinnamon, salt, thyme",food processor,Chef John,18/04/2025
RCP00142,Sweet Pasta,Dinner,Thai,None,Medium,61,188,249,9,849,7.3,50.6,22.1,1.2,2045,"lettuce, garlic, oats, butter",,Emily Chen,12/10/2024
RCP00143,Creamy Stir-fry,Snack,Greek,None,Easy,81,137,218,9,565,70.7,72.3,58.5,3.8,1088,"fish, carrots, noodles, paprika, basil, cinnamon","slow cooker, mixer",Chef John,25/12/2023
RCP00144,Spicy Baked,Beverage,Greek,None,Easy,31,148,179,4,831,16.3,124.7,7.8,1.3,426,pork; carrots; bell peppers; pasta; yogurt; paprika; cumin; cinnamon,"slow cooker, oven, food processor, grill",David Lee,25/01/2024
RCP00145,Crispy Grilled,Dinner,American,None,Hard,14,95,109,3,-72,47.1,138.2,19.4,2.7,3146,zucchini; mushrooms; spinach; paprika; pepper; cinnamon,"microwave, blender, grill",CHEF JOHN,21/01/2024
RCP00146,Spicy Cake,Lunch,Vietnamese,None,Expert,29,234,263,5,833,11.4,59.7,81.6,4.7,4690,"shrimp, potatoes, broccoli","slow cooker, stovetop, microwave",Mary Smith,21/11/2024
RCP00147,Herb Soup,Lunch,American,Vegetarian,Medium,12,78,90,-1,64,71.2,141.1,5.7,2.1,4951,"tomatoes, flour, salt, oregano",mixer|oven|air fryer|food processor,emily chen,08/09/2024
RCP00148,Baked,Dessert,Korean,None,Easy,65,178,243,12,1115,71.7,81.1,94.4,1.1,4495,"shrimp, garlic, cream, paprika, basil, cumin","air fryer, stovetop",Bob Johnson,27/04/2025
RCP00149,Herb Steamed,Beverage,Vietnamese,Keto,Easy,80,58,138,6,53,17.8,69.1,83.7,2.6,1034,"cauliflower, broccoli, flour, salt, oregano, cumin, basil",grill,Emily Chen,27/05/2023
RCP00150,Spicy Stir-fry,Dinner,Thai,None,Hard,7,150,157,8,1131,64.4,68.6,69.6,3.8,2649,"carrots, lettuce, yogurt, cumin, paprika",air fryer,Chef John,07/10/2025
RCP00151,Herb Casserole,Dessert,Italian,None,Expert,100,106,206,11,832,79,14.2,100,1.5,4175,"cauliflower, rice, cinnamon, paprika, pepper, cumin","microwave, air fryer",chef john,10/02/2023
RCP00152,Creamy Baked,Breakfast,Chinese,None,Medium,15,41,56,9,558,72.9,76.6,4.5,4.1,4727,"tofu, garlic, cauliflower",blender|grill,Emily Chen,02/03/2025
RCP00153,Crispy Bread,Beverage,Chinese,None,Expert,39,41,80,7,733,74.1,46,52.9,2.1,1820,"tofu, cauliflower, onions, tomatoes, noodles, butter, thyme, paprika, oregano, pepper","slow cooker, microwave",Bob Johnson,17/05/2025
RCP00154,Fried,Snack,American,None,Medium,57,207,264,2,167,74.6,102.8,12.5,4.2,,"lettuce, oats, salt","food processor, microwave, mixer",CHEF JOHN,23/02/2023
RCP00155,Savory Baked,Lunch,American,Keto,Hard,32,88,120,9,1049,28.4,12.7,12.4,-1.1,2864,"tofu, mushrooms, bell peppers, bread, oregano, salt",food processor,Mary Smith,19/04/2025
RCP00156,Spicy Baked,Dinner,Greek,Low-Carb,Hard,92,192,284,7,846,27.4,65.1,76.1,1.5,-7,"carrots, broccoli, paprika, basil, cinnamon, pepper","blender, grill",CHEF JOHN,08/04/2023
RCP00157,Spicy Casserole,Dessert,Mexican,None,Expert,34,66,100,9,794,22.8,64.6,33.4,2.3,427,"chicken, spinach, lettuce, yogurt","stovetop, pressure cooker",Mary Smith,08/05/2025
RCP00158,Grilled,Dessert,Mediterranean,None,Easy,119,234,353,9,9623,23.2,145.9,49.5,4.7,4908,garlic; oats; cream; oregano; pepper; thyme,"blender, pressure cooker, stovetop",David Lee,11/10/2024
RCP00159,Savory Curry,Snack,Italian,None,Hard,87,73,160,2,,26,,21.9,1.3,1094,"chicken, lettuce, butter, paprika, thyme, cinnamon, pepper",microwave|slow cooker,Bob Johnson,13/11/2023
RCP00160,Savory Cake,Salad,Spanish,Keto,Easy,92,165,257,7,255,51.6,,14.3,1,901,"chicken, zucchini, cheese, cumin, paprika",,mary smith,11/05/2024
RCP00161,Sweet Cookies,Lunch,Mediterranean,None,Expert,59,108,167,4,280,73.6,26.7,67.9,4.8,2733,"cauliflower, broccoli, spinach, cream, basil",blender,emily chen,05/04/2025
RCP00162,Crispy Baked,Dinner,Vietnamese,None,Hard,82,213,295,11,1153,17.5,30.5,47.4,2.5,4733,"spinach, noodles, oregano, paprika",food processor,CHEF JOHN,21/09/2023
RCP00163,Tangy Casserole,Breakfast,Spanish,Vegan,Expert,51,46,97,10,1012,70.5,,1.1,2.2,108,"zucchini, broccoli, cauliflower, lettuce, pasta, oregano, salt",mixer,David Lee,11-23-24
RCP00164,Herb Steamed,Dinner,Italian,None,Expert,82,209,291,5,72,45.2,6.9,0.8,3.6,,"zucchini, carrots, spinach, bell peppers, pepper, cumin, paprika, oregano","stovetop, grill",,10/12/2023
RCP00165,Crispy Noodles,Dinner,Mediterranean,None,Hard,84,229,313,12,203,69.4,74.8,29.6,1.4,,"eggs, onions, lettuce, garlic","microwave, slow cooker, mixer, blender",Emily Chen,
RCP00166,Tangy Baked,Lunch,Greek,None,Expert,84,174,258,12,-174,42.8,27,39.7,1.3,765,eggs; spinach; oats; cinnamon; salt; cumin; paprika,oven,Sarah Wilson,18/03/2025
RCP00167,Herb Fried,Salad,Indian,Vegetarian,Expert,13,80,93,12,581,38,104.5,38.9,2.7,1626,"fish, lettuce, basil",microwave,David Lee,22/04/2024
RCP00168,Creamy Noodles,Breakfast,Indian,None,Medium,53,65,118,11,-107,36.5,81.4,11.3,,1021,"eggs, zucchini, cauliflower, quinoa, cream",oven,Sarah Wilson,28/12/2025
RCP00169,Savory Casserole,Dessert,Vietnamese,None,Expert,49,213,262,11,10322,-1.8,,,3.6,3397,lamb; spinach; garlic; cauliflower; cream; thyme; cinnamon,"food processor, grill, stovetop, mixer",CHEF JOHN,05/09/2023
RCP00170,Creamy Smoothie,Beverage,Vietnamese,None,Hard,16,33,49,,,36.3,36,53.5,3.2,207,"broccoli, potatoes, tomatoes, lettuce, pasta, pepper","food processor, stovetop, slow cooker, mixer",Mary Smith,26/01/2025
RCP00171,Herb Casserole,Appetizer,Greek,None,Medium,-25,-18,-43,1,1169,-9.8,130,32.8,,996,"pork, broccoli, mushrooms, carrots, yogurt, oregano","air fryer, blender, microwave, food processor",mary smith,05/09/2024
RCP00172,Herb Sandwich,Salad,Japanese,None,Hard,59,61,120,11,1097,,118.6,65.7,4.5,3262,"eggs, tomatoes, rice, cinnamon, oregano","stovetop, food processor, pressure cooker",David Lee,03/12/2023
RCP00173,Savory Baked,Dessert,Italian,None,Expert,,,,8,93,,50.6,,5,3299,"shrimp, broccoli, spinach, potatoes, oats, salt, paprika, cumin",mixer,Mary Smith,27/05/2025
RCP00174,Savory Casserole,Dinner,Mexican,Paleo,Easy,105,21,126,2,827,33.1,79.1,97.6,2.8,4785,"CARROTS, ONIONS, BROCCOLI, CAULIFLOWER, MILK, PAPRIKA, BASIL, SALT",pressure cooker,emily chen,04/01/2026
RCP00175,Sweet Baked,Salad,Greek,Vegan,Medium,116,168,284,4,259,28.2,53.2,43.1,2,234,"tofu, onions, tomatoes, bell peppers, paprika, cinnamon, pepper",,Mary Smith,27/08/2023
RCP00176,Savory Roast,Lunch,Mediterranean,Dairy-Free,Expert,117,187,304,4,56,13.3,144.3,2.1,2.9,1954,"potatoes, tomatoes, salt, paprika, pepper, thyme",mixer,CHEF JOHN,14/06/2024
RCP00177,Sweet Fried,Salad,American,None,Easy,71,208,279,10,92,28.8,143.2,87.7,5,4731,"turkey, broccoli, potatoes, bread, cream, oregano, pepper, salt",microwave|slow cooker|air fryer,Bob Johnson,24/05/2025
RCP00178,Crispy Grilled,Snack,Thai,Keto,Easy,20,23,43,-3,-136,58.6,43.6,,3,704,"shrimp, bell peppers, onions, broccoli, cauliflower, cream, basil, thyme","food processor, stovetop",emily chen,18/12/2024
RCP00179,Tangy Tacos,Appetizer,Thai,None,Expert,76,16,92,3,1098,-2.7,8.2,,4.5,1031,"beef, cauliflower, mushrooms, spinach, yogurt, salt, basil, pepper, oregano",grill,mary smith,30/10/2024
RCP00180,Crispy Pasta,Lunch,Mediterranean,Dairy-Free,Easy,12,41,53,3,949,43.7,100.1,66.8,3.5,1971,"beef, bell peppers, lettuce, garlic, tomatoes, rice, oregano, salt",,emily chen,04/11/2025
RCP00181,Savory Smoothie,Appetizer,Spanish,None,Easy,77,96,173,3,856,10.4,52.2,4.5,4.9,4153,"beef, mushrooms, paprika, salt","oven, microwave, mixer, air fryer",chef john,2023.09.23
RCP00182,Crispy Steamed,Dessert,Indian,Low-Carb,Hard,72,217,289,1,337,45.6,92.8,6.7,3.2,4326,"cauliflower, noodles, pepper, paprika","blender, stovetop, grill",Emily Chen,29/10/2024
RCP00183,Sweet Rice Bowl,Beverage,Korean,Vegan,Expert,9,96,105,1,177,33.3,133.1,72.3,4.6,289,lamb; potatoes; spinach; bread,,Chef John,25/12/2024
RCP00184,Herb Pizza,Beverage,Mediterranean,Low-Carb,Easy,29,97,126,4,-95,4.5,47.1,99.8,3.3,-4,"potatoes, onions, lettuce, cauliflower, oats",,David Lee,17/09/2024
RCP00185,Rice Bowl,Snack,Mexican,Gluten-Free,Medium,97,218,315,4,283,6.8,74.3,4.4,,4818,"shrimp, potatoes, oats, basil, thyme",blender,Emily Chen,05/12/2025
RCP00186,Cookies,Beverage,Korean,None,Hard,35,43,78,11,1161,,125.4,1.7,2.1,4980,"eggs, potatoes, zucchini",microwave,Sarah Wilson,23/04/2023
RCP00187,Tangy Tacos,Breakfast,Mediterranean,None,Easy,7,183,190,9,208,22.6,,97.5,1.8,3407,"tofu, garlic, bread, salt, cinnamon, oregano, pepper",stovetop,Emily Chen,27/03/2023
RCP00188,Herb Stir-fry,Lunch,Mediterranean,None,Expert,29,224,253,6,983,73.2,67.3,82.7,2.8,652,bell peppers; potatoes; butter; basil; cumin,stovetop|food processor,Mary Smith,21/09/2023
RCP00189,Cookies,Lunch,Chinese,None,Expert,,,,9,775,79.5,,44.9,2.2,2757,"broccoli, mushrooms, garlic, cauliflower, pepper, cinnamon, salt, oregano","air fryer, pressure cooker",chef john,14/04/2024
RCP00190,Herb Bread,Snack,French,None,Medium,117,197,314,10,389,53.3,125.8,-2.4,4.5,4965,"fish, mushrooms, milk, thyme, basil, paprika","blender, stovetop, mixer, food processor",Emily Chen,20/06/2025
RCP00191,Creamy Stir-fry,Appetizer,Chinese,None,Hard,14,190,204,1,700,75.5,22.7,28.3,3.5,2014,"zucchini, thyme, salt","microwave, blender",Sarah Wilson,12/11/2025
RCP00192,Grilled,Salad,Vietnamese,None,Hard,117,239,356,8,1001,2.3,127.6,32.3,2.6,4007,"shrimp, bell peppers, lettuce, broccoli, tomatoes, flour, cheese, cinnamon, paprika, pepper",food processor,Sarah Wilson,19/06/2025
RCP00193,Tangy Baked,Lunch,Greek,Dairy-Free,Hard,55,230,285,3,559,,-8,75,4.8,3972,"shrimp, lettuce, broccoli, yogurt, thyme, salt, cinnamon, oregano",blender|slow cooker|grill|oven,Bob Johnson,21/11/2023
RCP00194,Noodles,Beverage,American,None,Medium,94,146,240,8,271,64.8,25.4,25,4.1,892,"turkey, tomatoes, mushrooms, bread, salt","mixer, slow cooker, pressure cooker, blender",David Lee,30/07/2024
RCP00195,Creamy Soup,Beverage,Spanish,Gluten-Free,Easy,61,232,293,7,336,29.7,78.5,71.4,2.2,2220,"mushrooms, carrots, spinach, garlic, flour, basil, paprika",slow cooker|microwave|stovetop|pressure cooker,David Lee,19/01/2026
RCP00196,Tangy Stir-fry,Breakfast,Indian,None,Hard,76,148,224,10,588,59,31.4,,3.6,4851,"CAULIFLOWER, PASTA, BASIL, SALT",food processor,mary smith,20/03/2023
RCP00197,Sweet Fried,Appetizer,Mediterranean,Dairy-Free,Medium,112,121,233,5,763,15.3,149.3,19.5,4.1,4585,"BEEF, BROCCOLI, ZUCCHINI, TOMATOES, BUTTER, CINNAMON, PAPRIKA, SALT, CUMIN","pressure cooker, stovetop, oven, microwave",emily chen,29/11/2025
RCP00198,Crispy Pizza,Dinner,Mexican,None,Easy,17,229,246,4,698,53.6,,72.9,3.9,-8,"chicken, cauliflower, carrots, zucchini","air fryer, oven",chef john,07/08/2025
RCP00199,Savory Pasta,Appetizer,Thai,Dairy-Free,Hard,29,201,230,1,696,46.3,67.5,3.7,1.8,3601,"lamb, lettuce, bell peppers, noodles, paprika, cumin, basil",,emily chen,29/07/2024
RCP00200,Crispy Noodles,Salad,Chinese,None,Hard,9,92,101,1,255,58.5,108.5,40.1,3.2,3739,"zucchini, onions, noodles",stovetop|blender|microwave,CHEF JOHN,22/02/2023
RCP00201,Herb Tacos,Dinner,Thai,Gluten-Free,Medium,35,229,264,4,60,61,114.5,89.8,3.7,3082,"cauliflower, bell peppers, zucchini, onions, flour, salt, pepper, oregano, thyme",blender|food processor,Mary Smith,27/01/2026
RCP00202,Crispy Steamed,Beverage,Chinese,None,Expert,,,,3,219,36.4,60.3,25.9,2.6,1054,turkey; mushrooms; spinach; zucchini; milk; thyme; cinnamon; basil,"oven, stovetop, slow cooker, grill",Mary Smith,16/01/2026
RCP00203,Tangy Rice Bowl,Snack,Japanese,None,Hard,-22,-49,-71,8,781,22,36.6,73.3,1.7,1184,"chicken, spinach, pasta, pepper, paprika, oregano, salt",stovetop,mary smith,
RCP00204,Sweet Bread,Snack,Korean,None,Medium,32,204,236,12,866,21.4,47.7,-10.5,2.6,,"cauliflower, bell peppers, lettuce, spinach",,mary smith,15/04/2023
RCP00205,Soup,Appetizer,Mexican,Paleo,Hard,8,49,57,6,631,79.4,23.9,40.1,4.7,1011,"fish, cauliflower, broccoli, spinach, lettuce, basil, oregano, thyme, cinnamon","mixer, slow cooker, microwave, air fryer",CHEF JOHN,25/06/2023
RCP00206,Herb Steamed,Beverage,Japanese,Vegetarian,Medium,81,156,237,6,236,12.9,26.3,32.3,-0.8,4188,"chicken, cauliflower, mushrooms, flour, cumin, paprika",food processor,chef john,23/03/2024
RCP00207,Herb Sandwich,Lunch,Vietnamese,None,Hard,82,175,257,8,865,11.7,113,41.3,2.6,3604,"fish, carrots, broccoli, onions, spinach, cream, oregano, cumin",,CHEF JOHN,20/08/2024
RCP00208,Tangy Bread,Snack,American,None,Medium,91,85,176,3,516,,130.5,90,,4786,"zucchini, spinach, bell peppers, cinnamon, pepper",slow cooker,mary smith,20/09/2025
RCP00209,Spicy Noodles,Dessert,Spanish,Vegetarian,Expert,39,151,190,9,1120,21.3,110,13.3,3.8,3736,"fish, cauliflower, lettuce, rice, basil, thyme",food processor|stovetop|slow cooker|air fryer,Sarah Wilson,13/08/2025
RCP00210,Bread,Breakfast,American,None,Hard,70,82,152,9,682,39.7,100.9,34.2,1.7,,"pork, onions, carrots, oats, yogurt, pepper, basil, cumin","slow cooker, food processor",CHEF JOHN,07/04/2024
RCP00211,Savory Roast,Snack,Thai,None,Hard,111,200,311,10,877,23.6,118.6,19.9,1.6,1656,"broccoli, onions, potatoes, carrots, flour, cinnamon","blender, stovetop, slow cooker",Chef John,06/07/2024
RCP00212,Tangy Soup,Beverage,Chinese,None,Hard,46,156,202,9,189,36.9,105.6,2.3,4.8,1759,"bell peppers, mushrooms, tomatoes, zucchini","stovetop, slow cooker",chef john,15/09/2025
RCP00213,Creamy Pie,Beverage,American,None,Medium,48,126,174,7,848,61.4,30,89.3,,2120,"CARROTS, GARLIC, PASTA, YOGURT, SALT, THYME, PEPPER, OREGANO","grill, mixer, oven, stovetop",CHEF JOHN,25/04/2024
RCP00214,Creamy Tacos,Beverage,Italian,None,Medium,31,207,238,2,1107,7.3,76.3,-9.7,3,2595,"beef, spinach, broccoli, onions, noodles, pepper, basil","microwave, air fryer",Mary Smith,17/07/2024
RCP00215,Spicy Curry,Dessert,Spanish,None,Hard,27,142,169,11,382,25.7,133.3,,,3057,zucchini; oats; cumin; salt,"pressure cooker, slow cooker, microwave, food processor",emily chen,31/10/2024
RCP00216,Spicy Noodles,Snack,Thai,None,Hard,83,181,264,12,1104,58.4,69.3,98.8,1.3,862,spinach; bell peppers; pasta; thyme; basil,slow cooker|air fryer,Mary Smith,12/21/2024
RCP00217,Herb Pie,Salad,Indian,None,Hard,103,141,244,3,1174,10.1,16.7,87.3,4.1,3494,"lamb, zucchini, noodles, paprika, pepper, basil, thyme",grill,David Lee,19/02/2023
RCP00218,Crispy Smoothie,Appetizer,Chinese,Gluten-Free,Medium,83,118,201,7,1025,47.5,,48.1,1,2552,"bell peppers, garlic, milk, basil, salt","mixer, oven",CHEF JOHN,31/10/2023
RCP00219,Sweet Smoothie,Lunch,Vietnamese,None,Expert,74,200,274,12,831,8.2,89.9,66.5,2.7,3991,"tomatoes, potatoes, onions, broccoli, basil, paprika, cinnamon","slow cooker, pressure cooker, food processor, blender",Mary Smith,07/07/2025
RCP00220,Spicy Steamed,Lunch,Korean,None,Easy,51,158,209,7,951,-4.9,,92.1,4.8,3537,"turkey, spinach, potatoes, lettuce, pasta, cheese, cinnamon, basil, thyme","air fryer, pressure cooker, grill, microwave",CHEF JOHN,11/04/2024
RCP00221,Creamy Salad,Beverage,French,None,Medium,67,99,166,6,278,15.9,131.5,71.6,3.6,1457,,"oven, blender, grill, air fryer",Mary Smith,28/10/2024
RCP00222,Sandwich,Beverage,Mediterranean,None,Medium,85,157,242,12,589,56.2,14.5,70.8,1.9,1101,"fish, lettuce, potatoes, zucchini, butter, salt, paprika, oregano, thyme","stovetop, mixer, air fryer",Chef John,
RCP00223,Sweet Roast,Breakfast,Spanish,None,Expert,32,179,211,11,1090,,116.2,41.4,3.7,-11,"cauliflower, garlic, cream, pepper, cumin","food processor, blender",Bob Johnson,29/11/2023
RCP00224,Sweet Cake,Beverage,Indian,Vegan,Hard,117,165,282,11,1133,76.5,27.3,87.2,,4653,"pork, lettuce, garlic, zucchini, potatoes","pressure cooker, food processor, slow cooker",CHEF JOHN,06/03/2023
RCP00225,Creamy Cookies,Appetizer,Indian,None,Medium,10,101,111,8,252,16.1,29.7,43.5,4.6,4273,"turkey, spinach, cinnamon, thyme","pressure cooker, oven",Sarah Wilson,06/11/2025
RCP00226,Herb Grilled,Dessert,French,None,Easy,70,144,214,11,430,,17.4,66,1.8,127,"carrots, spinach, bell peppers, tomatoes, oats, butter, oregano, pepper",food processor|oven|slow cooker|stovetop,Mary Smith,02/10/2023
RCP00227,Creamy Stir-fry,Lunch,Mexican,Low-Carb,Easy,37,184,221,5,272,37.5,125,80.6,1.8,1644,"eggs, lettuce, garlic, mushrooms, tomatoes, paprika",food processor|microwave,emily chen,02/03/2024
RCP00228,Creamy Smoothie,Dessert,Chinese,None,Hard,13,225,238,9,9696,,0.9,,3.5,3034,"carrots, yogurt, salt","slow cooker, air fryer, microwave, grill",Mary Smith,02/12/2023
RCP00229,Savory Fried,Dinner,American,None,Medium,25,104,129,5,9530,76.2,99.8,24.6,3.5,3422,"fish, mushrooms, zucchini, bell peppers, bread, milk, pepper, oregano, basil","slow cooker, oven, grill, air fryer",CHEF JOHN,09/10/2023
RCP00230,Sweet Cake,Dinner,Greek,None,Medium,99,43,142,10,122,16.2,126.1,58.3,1,736,"pork, broccoli, onions, zucchini, pasta, cheese, thyme, pepper, oregano, basil",food processor,emily chen,07/09/2024
RCP00231,Crispy Sandwich,Breakfast,Korean,None,Hard,119,15,134,10,807,56.9,90.4,-2.5,2.6,1614,"BROCCOLI, CARROTS, ZUCCHINI, OATS, CINNAMON, CUMIN",slow cooker,Bob Johnson,28/09/2024
RCP00232,Spicy Baked,Dinner,Korean,Vegetarian,Hard,9,187,196,6,919,53.7,129.2,-13.2,3.9,2184,beef; spinach; onions; noodles; cheese; salt; basil,"stovetop, oven, microwave",emily chen,03/03/2024
RCP00233,Crispy Soup,Lunch,Spanish,None,Easy,96,30,126,4,431,11.5,105,18.7,4.4,651,"garlic, bell peppers, thyme, oregano, basil, cumin",stovetop|slow cooker|mixer,mary smith,24/09/2024
RCP00234,Herb Curry,Lunch,Greek,None,Expert,,,,10,184,79.9,6.4,46.2,2.4,2459,"mushrooms, lettuce, potatoes, garlic, noodles, cheese, basil, paprika",slow cooker|microwave,CHEF JOHN,02/01/2026
RCP00235,Spicy Pie,Salad,Japanese,Keto,Medium,60,228,288,1,1026,24.8,89.9,37.3,3,2523,"cauliflower, mushrooms, onions, bread, basil, cinnamon","air fryer, grill",Bob Johnson,31/05/2023
RCP00236,Savory Rice Bowl,Dessert,Thai,None,Easy,23,169,192,8,594,0.2,84.3,48.5,4.1,483,potatoes; carrots; oregano; basil,"blender, air fryer, grill, stovetop",Emily Chen,27/12/2024
RCP00237,Herb Pasta,Lunch,French,None,Medium,61,204,265,8,383,44,59.3,3.5,6.2,1161,"chicken, lettuce, cheese, cumin, pepper","pressure cooker, oven, food processor",Emily Chen,26/07/2025
RCP00238,Crispy Steamed,Lunch,Indian,None,Easy,12,175,187,11,498,,100.4,4,1.6,3242,fish; tomatoes; spinach; onions; potatoes; paprika; pepper; oregano,"blender, food processor, stovetop",Mary Smith,03/07/2024
RCP00239,Spicy Tacos,Salad,Korean,None,Expert,18,200,218,10,488,-9.9,31,32.7,1.2,2067,"mushrooms, lettuce, milk, pepper, salt","grill, food processor",Sarah Wilson,18/07/2024
RCP00240,Creamy Fried,Snack,Japanese,None,Hard,38,126,164,4,112,1.8,103.8,37.7,1.5,4749,"turkey, garlic, tomatoes",food processor,,10/01/2025
RCP00241,Savory Sandwich,Breakfast,American,None,Hard,89,240,329,3,872,6.9,138.7,53.9,1.6,4442,"chicken, zucchini, potatoes, garlic, cumin, thyme, oregano, pepper",blender,David Lee,11/11/2023
RCP00242,Savory Cake,Appetizer,Thai,Paleo,Expert,49,201,250,2,435,66,122.2,,4.2,2511,fish; potatoes; onions,"slow cooker, oven, air fryer, microwave",Sarah Wilson,26/05/2024
RCP00243,Roast,Beverage,Vietnamese,None,Easy,92,135,227,8,238,25.8,67.7,68.4,4.7,1977,"zucchini, oats, butter, thyme, cinnamon, oregano, salt","stovetop, grill, slow cooker",mary smith,08/02/2025
